ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Is_Years_in_current_job,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
2436,Rent,0.556571511373527,4 years,-0.11095342154390785,0.30291783181554705,-1.8141538398345398,-0.108231731128168,-0.3409788778582933,-0.6187265883235555,0.0,debt consolidation,Short Term,0.5429888453453435,-0.948820056547562,24082.0,-0.5057689508399859,0,0,-0.4019239515773971,0,other,0,1,0,0
2437,Rent,-0.9751925834465863,6 years,-0.11095342154390785,-0.879492774313631,-0.31590493902320466,-0.257384117391225,1.6647792271904904,-0.6017294369632153,1.0,debt consolidation,Short Term,-0.4651565088620018,-0.49437798432624525,3930.0,1.3483880122532885,0,0,0.12005520631532639,0,other,0,1,0,0
2438,Rent,-0.09661384546473635,2 years,-0.11095342154390785,0.30291783181554705,-1.2922918631474454,-0.4626752747839834,-0.3409788778582933,-0.6153708782882719,0.0,debt consolidation,Short Term,0.2841224066894149,0.35635107315143244,7528.0,-0.622124964028614,0,0,-0.9239031094701204,0,other,0,1,0,0
2439,Home Mortgage,-0.7971031866618262,4 years,-0.11095342154390785,-1.1159748955394666,-0.9387724595852204,-0.5631274360353177,-0.3409788778582933,-0.6136695292033446,0.0,debt consolidation,Long Term,-0.175808631725,-0.5795296300370216,7081.0,-0.7530254788658205,1,1,-0.4019239515773971,1,other,0,1,0,0
2440,Own Home,0.6021915351241106,4 years,-0.11095342154390785,0.7758820742672183,1.535863365350356,-0.4668713777223303,1.6647792271904904,1.503735434821823,1.0,debt consolidation,Short Term,-0.49146086132900196,-0.7165371656720622,12222.0,-0.5397061213533357,0,0,-0.4019239515773971,0,other,0,1,0,0
2441,Rent,-1.852181051390088,3 years,-0.11095342154390785,-1.1159748955394666,-0.9387724595852204,-0.39267664849428785,-0.3409788778582933,-0.6145968426783074,0.0,debt consolidation,Short Term,-0.9745352141457132,0.0661380666338589,5413.0,-0.7045438067038922,0,0,-0.6629135305237588,0,other,0,1,0,0
2442,Home Mortgage,-0.5223497046941757,10+ years,-0.11095342154390785,0.5393999530413827,2.3439077163497277,2.537093284913297,-0.3409788778582933,1.3915568439510204,0.0,buy a car,Short Term,-0.279897099427035,-1.3011810551881242,0.0,-0.4233501081647076,0,0,1.1640135221007732,1,other,0,1,0,0
2443,Own Home,-1.2675022738417112,10+ years,-0.11095342154390785,0.30291783181554705,-0.602087313335482,-0.514999406878824,1.6647792271904904,-0.6035249706326732,1.0,other,Short Term,-0.3001051641978205,-0.3627697604403689,11691.0,-0.4669836131104431,1,0,1.1640135221007732,0,other,0,1,0,0
2444,Rent,0.45694993266315026,8 years,-0.11095342154390785,0.30291783181554705,-0.787264143772838,-0.8797424759287635,-0.3409788778582933,-0.6251697151591485,0.0,debt consolidation,Short Term,-0.18811410133402584,-0.8340846818778236,27172.0,-0.4863762819752145,0,0,0.6420343642080498,0,other,0,1,0,0
2445,Rent,-0.5418683390169925,10+ years,-0.11095342154390785,-0.4065285318619598,1.3675207922254868,1.0603193598841885,-0.3409788778582933,-0.617325689314092,0.0,debt consolidation,Short Term,-1.31415099991293,0.09752156617587558,9998.0,-0.4524391114618646,0,0,1.1640135221007732,0,other,0,1,0,0
2446,Home Mortgage,-0.34096692529124756,5 years,-0.11095342154390785,-1.3524570167653023,0.4248023827262199,-1.4184330849683553,1.6647792271904904,-0.6037345989735371,0.0,debt consolidation,Long Term,0.9491822366597925,-1.305849545961042,11469.0,1.2087056115538504,1,1,-0.14093437263103534,1,other,0,1,0,0
2447,Rent,-0.5223497046941757,< 1 year,-0.11095342154390785,1.4853284379447251,-0.8040984010853249,1.3057913817774804,-0.3409788778582933,-0.621499215020155,0.0,debt consolidation,Short Term,0.8088547254302594,1.152299613507382,38148.0,-0.3991092720837434,0,0,-1.445882267362844,0,other,0,1,0,0
2448,Home Mortgage,-0.5223497046941757,10+ years,-0.11095342154390785,2.4312569228480676,0.6773162424135236,-1.4155339288986113,-0.3409788778582933,-0.6191321824420957,0.0,debt consolidation,Long Term,2.509493204240948,-1.295101794231258,0.0,1.7831659591730726,0,1,1.1640135221007732,1,other,0,1,0,0
2449,Rent,0.061525364382085244,1 year,-0.11095342154390785,-0.6430106530877954,0.49213941197616734,0.5380316986944981,-0.3409788778582933,-0.6174606133712525,0.0,debt consolidation,Long Term,2.0401919458490183,0.2898720472398487,15217.0,-0.7045438067038922,0,1,-1.1848926884164823,0,other,0,1,0,0
2450,Home Mortgage,1.5703923411998348,10+ years,-0.11095342154390785,1.4853284379447251,0.10495149378896819,2.0018994283223277,-0.3409788778582933,1.618383109551475,0.0,debt consolidation,Short Term,0.6520446585776275,-1.2989645177591504,36319.0,-0.6172767968124211,0,0,1.1640135221007732,1,other,0,1,0,0
2451,Rent,-0.4454663499644732,7 years,-0.11095342154390785,-1.1159748955394666,0.003945949914047066,-0.9876331832980763,-0.3409788778582933,1.6699292753989115,0.0,debt consolidation,Short Term,-0.5132494451321394,-0.6092258446574246,8994.0,1.8763745786660464,0,0,0.3810447852616881,0,other,0,1,0,0
2452,Rent,-1.062212166964085,8 years,-0.11095342154390785,-0.4065285318619598,0.2901283242263245,-0.67349765877729,-0.3409788778582933,1.6921146836856364,0.0,debt consolidation,Short Term,0.20475777242202814,-0.5097885199436513,15725.0,0.015933023150790374,1,0,0.6420343642080498,0,other,0,1,0,0
2453,Home Mortgage,0.7978754121683503,4 years,-0.11095342154390785,1.7218105591705608,-0.9387724595852204,0.4691138867980131,-0.3409788778582933,-0.620576781558739,0.0,debt consolidation,Long Term,0.8061452642319418,1.482670001159364,33852.0,-0.5251616197047572,1,1,-0.4019239515773971,1,other,0,1,0,0
2454,Rent,-0.5223497046941757,10+ years,-0.11095342154390785,0.06643571058971146,0.30696258153881106,0.628820107724185,-0.3409788778582933,-0.6155862268626453,0.0,debt consolidation,Short Term,1.038255773554484,0.5451020130492961,21545.0,-0.4475909442456718,0,0,1.1640135221007732,0,other,0,1,0,0
2455,Rent,-0.7499522896310218,2 years,-0.11095342154390785,1.012364195493054,-0.21489939514828293,0.3407512832749474,-0.3409788778582933,-0.6186602650778863,0.0,debt consolidation,Short Term,0.8333527704317145,0.6643368141766712,20484.0,-0.4330464425970933,0,0,-0.9239031094701204,0,other,0,1,0,0
2456,Rent,-1.6613194251785441,Unknown,-0.11095342154390785,1.012364195493054,-0.6357558279604558,0.3208515829764236,-0.3409788778582933,1.8015410140580446,0.0,debt consolidation,Short Term,-0.847529220474575,-0.05647130433674385,6633.0,0.06906201544621124,1,0,-1.7068718463092056,0,other,0,1,0,0
2457,Home Mortgage,0.4227731866822181,5 years,-0.11095342154390785,0.30291783181554705,0.3574653534762719,1.9250344517698825,-0.3409788778582933,-0.6171859635151349,0.0,debt consolidation,Short Term,0.8662049874613156,2.8705180920174347,18703.0,-0.4185019409485148,0,0,-0.14093437263103534,1,other,0,1,0,0
2458,Home Mortgage,0.504792975417932,10+ years,3.5711291518158657,2.904221165299739,-0.16439662321082207,-1.414922166493586,1.6647792271904904,-0.6138472601147623,0.0,debt consolidation,Short Term,1.30017035605852,1.5400376884942333,20170.0,2.7170779067148763,0,0,1.1640135221007732,1,other,0,1,0,0
2459,Rent,1.741855447045945,1 year,-0.11095342154390785,-0.17004641063612416,-1.1407835473350632,1.405989233759824,-0.3409788778582933,-0.6155862268626453,0.0,debt consolidation,Short Term,0.26504328408459504,1.8473485155508265,36579.0,1.9098156180659007,0,0,-1.1848926884164823,0,other,0,1,0,0
2460,Home Mortgage,2.2421838843549677,10+ years,-0.11095342154390785,2.4312569228480676,0.22279129497637648,0.5178141118097359,-0.3409788778582933,-0.6235553882373214,0.0,debt consolidation,Short Term,0.023449660567941163,1.928000734803966,0.0,2.172120832543145,1,0,1.1640135221007732,1,other,0,1,0,0
2461,Home Mortgage,-0.11609420795554762,< 1 year,-0.11095342154390785,0.7758820742672183,0.9129958447883402,0.7440222065769809,-0.3409788778582933,-0.6183996876447424,0.0,debt consolidation,Short Term,-0.06652703005952293,1.517765527528931,18153.0,-0.471831780326636,1,0,-1.445882267362844,1,other,0,1,0,0
2462,Home Mortgage,-0.7887599272846222,7 years,-0.11095342154390785,-1.8254212592169734,-1.1744520619600372,-1.0138270380041203,-0.3409788778582933,-0.614020978731004,0.0,debt consolidation,Short Term,-0.5372959132672083,-0.7303729020292954,2958.0,-0.008198715413031375,1,0,0.3810447852616881,1,other,0,1,0,0
2463,Rent,-0.6669789578430476,3 years,-0.11095342154390785,-0.4065285318619598,0.9634986167258011,0.04473529416974982,1.6647792271904904,1.3999029872164779,0.0,debt consolidation,Short Term,-0.3021372600965587,-0.3480341387916084,14064.0,-0.5930359607314569,0,0,-0.6629135305237588,0,other,0,1,0,0
2464,Rent,-0.009887929241303875,< 1 year,-0.11095342154390785,1.2488463167188895,0.9803328740382876,-0.1948876145367557,1.6647792271904904,-0.6309198081370505,1.0,debt consolidation,Short Term,-0.04959289757003784,-0.3793051526721841,17824.0,1.5136057790437223,0,0,-1.445882267362844,0,other,0,1,0,0
2465,Own Home,-0.85956281649484,2 years,-0.11095342154390785,-1.3524570167653023,-0.1812308805233092,-0.326111197335967,-0.3409788778582933,-0.6366699011149525,0.0,debt consolidation,Short Term,-1.1864376586974699,-0.3009026466478629,12225.0,-0.5348579541371429,0,0,-0.9239031094701204,0,other,0,1,0,0
2466,Own Home,-0.4272824739924562,3 years,-0.11095342154390785,0.5393999530413827,-0.6525900852729429,1.4835535608019934,-0.3409788778582933,0.7597975802450988,0.0,debt consolidation,Long Term,-1.313893874489837,-0.11462639130169947,22367.0,-0.500920783623793,0,1,-0.6629135305237588,0,other,0,1,0,0
2467,Rent,-0.45809129875690235,7 years,-0.11095342154390785,-0.17004641063612416,-0.2654021670857438,-0.5428462718333078,-0.3409788778582933,-0.5925858549510373,0.0,debt consolidation,Short Term,-0.531876990870573,-0.5529830139369646,7585.0,-0.5784914590828784,0,0,0.3810447852616881,0,other,0,1,0,0
2468,Home Mortgage,-0.5223497046941757,4 years,-0.11095342154390785,0.06643571058971146,-0.8882696876477595,-1.4264924438598814,-0.3409788778582933,-0.6366699011149525,0.0,home improvements,Long Term,-1.3145649657510128,-1.2985918738035247,0.0,-0.4669836131104431,0,1,-0.4019239515773971,1,other,0,1,0,0
2469,Rent,-1.603873405338254,Unknown,-0.11095342154390785,0.30291783181554705,-0.43374474021061293,-0.6659955353420637,1.6647792271904904,-0.6155862268626453,1.0,debt consolidation,Short Term,-0.6498514472139858,-0.4844792461194443,6741.0,-0.7918108165953631,0,0,-1.7068718463092056,0,other,0,1,0,0
2470,Home Mortgage,0.5734876611199682,8 years,-0.11095342154390785,-0.879492774313631,0.7614875289759582,-0.4056464212128145,-0.3409788778582933,-0.6164764881493997,0.0,debt consolidation,Short Term,0.7052178345946107,0.3875096013705672,9888.0,-0.471831780326636,1,0,0.6420343642080498,1,other,0,1,0,0
2471,Rent,1.7154169168047426,10+ years,-0.11095342154390785,0.5393999530413827,0.8961615874758531,2.0997449195665068,-0.3409788778582933,-0.619804246205649,0.0,other,Long Term,0.6474159956971682,-1.2992568550705237,32370.0,1.8182274250677166,1,1,1.1640135221007732,0,other,0,1,0,0
2472,Rent,-0.9886919776814751,2 years,-0.11095342154390785,0.7758820742672183,-0.4169104828981261,-0.4237023793111556,-0.3409788778582933,1.8201564510003814,0.0,debt consolidation,Short Term,0.2365939415022601,-0.46288199912278766,16727.0,-0.5203134524885643,0,0,-0.9239031094701204,0,other,0,1,0,0
2473,Home Mortgage,1.2961363930482561,5 years,-0.11095342154390785,-1.1159748955394666,0.18912278035140276,-0.4553638833005002,-0.3409788778582933,0.703942619568263,0.0,home improvements,Short Term,-1.3138694658403411,-1.232621380363003,12669.0,-0.4669836131104431,0,0,-0.14093437263103534,1,other,0,1,0,0
2474,Home Mortgage,-0.5223497046941757,2 years,-0.11095342154390785,0.5393999530413827,-0.3327391963356915,1.7350018505165672,-0.3409788778582933,-0.6136695292033446,0.0,debt consolidation,Long Term,2.5766652631159057,-1.2974743647751374,25038.0,-0.7384809772172419,0,1,-0.9239031094701204,1,other,0,1,0,0
2475,Rent,-0.629472562477635,Unknown,-0.11095342154390785,-0.4065285318619598,-0.43374474021061293,-0.8559009819608836,1.6647792271904904,1.5470001580880932,1.0,debt consolidation,Short Term,0.40141949773324825,-0.8002264977841066,19777.0,-0.49607261640760014,1,0,-1.7068718463092056,0,other,0,1,0,0
2476,Home Mortgage,-0.5223497046941757,5 years,-0.11095342154390785,-0.17004641063612416,0.9803328740382876,-0.4722754496883831,1.6647792271904904,1.4495930526451652,1.0,business loan,Short Term,1.3115726719347733,-0.262882493080832,0.0,-0.7530254788658205,1,0,-0.14093437263103534,1,business loan,1,0,0,0
2477,Home Mortgage,1.36081578913759,3 years,-0.11095342154390785,-0.6430106530877954,1.0813384179132093,-0.774585593201101,-0.3409788778582933,1.6228352434449378,0.0,home improvements,Short Term,1.4155482454202117,-0.17806830435437832,29994.0,-0.5445542885695285,0,0,-0.6629135305237588,1,other,0,1,0,0
2478,Home Mortgage,0.06340068415035588,10+ years,-0.11095342154390785,-0.4065285318619598,0.5258079266011411,0.6521529831540835,-0.3409788778582933,-0.6163942032610715,0.0,debt consolidation,Long Term,-1.314072176548337,1.0753594210817927,10733.0,-0.47667994754282883,0,1,1.1640135221007732,1,other,0,1,0,0
2479,Home Mortgage,-1.3429743265566028,5 years,-0.11095342154390785,-1.1159748955394666,-0.28223642439823066,-0.013056487208391206,-0.3409788778582933,-0.6149872687679152,0.0,debt consolidation,Short Term,0.2565762178398525,-0.6793044117351177,3035.0,-0.4136537737323219,0,0,-0.14093437263103534,1,other,0,1,0,0
2480,Rent,-0.017582512373331072,< 1 year,-0.11095342154390785,-0.4065285318619598,-0.787264143772838,0.28219657408983423,5.676295437288058,1.0631752896483768,3.0,debt consolidation,Short Term,0.37105095346877165,0.4092193340286648,19216.0,-0.42819827538090044,0,0,-1.445882267362844,0,other,0,1,0,0
2481,Rent,0.5056699748061813,3 years,-0.11095342154390785,0.7758820742672183,0.20595703766388992,-0.24276133442425865,-0.3409788778582933,-0.6208702222522036,0.0,debt consolidation,Short Term,0.10755585193238375,-1.2808777291211577,26279.0,-0.4185019409485148,0,0,-0.6629135305237588,0,other,0,1,0,0
2482,Home Mortgage,0.7644258309955231,5 years,-0.11095342154390785,-0.17004641063612416,0.7783217862884447,-1.413983551071806,-0.3409788778582933,1.4109523132394002,0.0,debt consolidation,Long Term,1.999550027874254,-1.2949158327961536,22248.0,-0.8160516526763274,0,1,-0.14093437263103534,1,other,0,1,0,0
2483,Home Mortgage,2.436981433300895,6 years,-0.11095342154390785,-1.3524570167653023,0.07128297916399448,-0.739236604811391,-0.3409788778582933,-0.6173284059119334,0.0,major purchase,Short Term,-0.2987504335986617,-1.1051751259504408,14185.0,-0.4136537737323219,0,0,0.12005520631532639,1,other,0,1,0,0
2484,Rent,-0.991830267905928,3 years,-0.11095342154390785,-0.6430106530877954,-0.972440974210194,-0.2969292087192819,-0.3409788778582933,-0.6290031104777499,0.0,debt consolidation,Short Term,-0.2862191755564428,-0.9705297892056595,11844.0,0.040730309513346795,1,0,-0.6629135305237588,0,other,0,1,0,0
2485,Rent,-0.388053846186795,2 years,-0.11095342154390785,-1.1159748955394666,0.5258079266011411,1.162869572604696,-0.3409788778582933,-0.6161343251075916,0.0,debt consolidation,Short Term,1.2285954227362963,1.9596092056688645,13988.0,-0.4475909442456718,0,0,-0.9239031094701204,0,other,0,1,0,0
2486,Own Home,2.6060541096397576,6 years,-0.11095342154390785,0.7758820742672183,-0.6189215706479689,1.6910699242984204,-0.3409788778582933,-0.6218865304220271,0.0,debt consolidation,Short Term,1.5754064561209509,2.9579194509570295,0.0,1.9302781472523387,1,0,0.12005520631532639,0,other,0,1,0,0
2487,Home Mortgage,0.1438480750259655,2 years,-0.11095342154390785,-1.1159748955394666,-0.31590493902320466,0.16991903183043153,-0.3409788778582933,1.6218772735856664,0.0,debt consolidation,Short Term,0.17585685297330692,-0.6623190768575388,13002.0,-0.471831780326636,1,0,-0.9239031094701204,1,other,0,1,0,0
2488,Home Mortgage,2.258596424323152,10+ years,-0.11095342154390785,1.2488463167188895,0.15545426572642906,1.5600370734509523,-0.3409788778582933,-0.5983359479289394,0.0,debt consolidation,Short Term,-0.07284910618893069,-0.2834673691245203,38854.0,-0.4088056065161291,1,0,1.1640135221007732,1,other,0,1,0,0
2489,Own Home,-0.7986340599420472,9 years,-0.11095342154390785,-0.879492774313631,1.0308356459757484,1.1778738194751486,-0.3409788778582933,1.4808650727910035,0.0,debt consolidation,Short Term,0.8064839468817315,0.2789609380800795,20184.0,0.00779574750223213,1,0,0.9030239431544116,0,other,0,1,0,0
2490,Rent,-1.3027889029508035,< 1 year,-0.11095342154390785,-1.3524570167653023,-1.8814908690844874,-0.898307052565086,-0.3409788778582933,-0.6137231222806625,0.0,other,Short Term,-1.1828250437663796,-0.9930269214938434,1668.0,-0.8936223281354128,0,0,-1.445882267362844,0,other,0,1,0,0
2491,Rent,-1.125628592597237,2 years,-0.11095342154390785,-1.3524570167653023,-0.14756236589833552,-0.9824198432837665,-0.3409788778582933,1.667052935243424,0.0,small business,Short Term,-1.0815589314792589,-0.9355467484975334,11183.0,-0.471831780326636,1,0,-0.9239031094701204,0,small business,0,0,0,1
2492,Rent,-0.690056872542378,< 1 year,-0.11095342154390785,0.30291783181554705,0.07128297916399448,-0.9132477221182909,-0.3409788778582933,1.7809243200068843,0.0,debt consolidation,Short Term,-0.03243297664735962,-0.545221503297541,14770.0,0.035616228568940325,1,0,-1.445882267362844,0,other,0,1,0,0
2493,Home Mortgage,1.9039494715394998,7 years,-0.11095342154390785,1.4853284379447251,0.5089736692886545,-1.4166789260759813,-0.3409788778582933,-0.6209539150684075,0.0,home improvements,Short Term,0.3766956642986,-1.2976721271704625,36717.0,1.9541506102121406,0,0,0.3810447852616881,1,other,0,1,0,0
2494,Home Mortgage,-0.35526597984338537,Unknown,-0.11095342154390785,1.7218105591705608,0.4584708973511936,2.2130396989018726,-0.3409788778582933,-0.6232530174998479,0.0,debt consolidation,Long Term,-0.03344902459672872,1.6689462565055275,10869.0,2.1874708542810546,0,1,-1.7068718463092056,1,other,0,1,0,0
2495,Rent,-1.2993444380703063,2 years,-0.11095342154390785,2.194774801622232,-0.787264143772838,-0.35656473229760566,-0.3409788778582933,-0.6175029245219459,0.0,debt consolidation,Short Term,-0.3757442893175206,-0.21237643109385893,11140.0,-0.7093919739200849,1,0,-0.9239031094701204,0,other,0,1,0,0
2496,Home Mortgage,-1.4562206774609456,6 years,-0.11095342154390785,-1.3524570167653023,-0.972440974210194,-0.35904424767026516,-0.3409788778582933,-0.6153721412841519,0.0,debt consolidation,Short Term,-0.3633259254918982,0.48593455513137224,11719.0,-0.5397061213533357,1,0,0.12005520631532639,1,other,0,1,0,0
2497,Rent,-0.3845644094549425,10+ years,-0.11095342154390785,-0.6430106530877954,1.9398855408500422,1.8160629300073592,-0.3409788778582933,-0.6168377367216105,0.0,debt consolidation,Short Term,0.3155069989032606,0.3365535967378305,6652.0,1.7627294467537387,0,0,1.1640135221007732,0,other,0,1,0,0
2498,Home Mortgage,1.1243341391754627,Unknown,-0.11095342154390785,1.2488463167188895,-0.43374474021061293,1.4354891089627475,-0.3409788778582933,1.7105472138015516,0.0,debt consolidation,Long Term,1.4409494441544393,1.5924560067257019,44078.0,-0.5251616197047572,0,1,-1.7068718463092056,1,other,0,1,0,0
2499,Rent,-0.2212652023067252,10+ years,-0.11095342154390785,0.06643571058971146,-0.31590493902320466,-1.0447891915037406,1.6647792271904904,1.5957831984229056,1.0,debt consolidation,Short Term,0.012950498424460409,-0.909225103720358,29466.0,-0.6027322951638425,0,0,1.1640135221007732,0,other,0,1,0,0
2500,Home Mortgage,0.03787337220267195,6 years,-0.11095342154390785,0.30291783181554705,-0.09705959396087466,1.291613640031248,-0.3409788778582933,1.6130500971611113,0.0,debt consolidation,Long Term,1.0785590088794585,1.6957178439284664,22665.0,-0.6706066361905423,0,1,0.12005520631532639,1,other,0,1,0,0
2501,Rent,-0.540146106576744,1 year,-0.11095342154390785,-0.6430106530877954,0.18912278035140276,-0.9107046294283836,1.6647792271904904,-0.6021693432475407,1.0,debt consolidation,Short Term,-1.093751506871688,-0.4902160148529312,10471.0,-0.500920783623793,0,0,-1.1848926884164823,0,other,0,1,0,0
2502,Home Mortgage,-0.5223497046941757,10+ years,-0.11095342154390785,-0.4065285318619598,-0.8546011730227858,3.034585792376392,-0.3409788778582933,-0.6305101940862415,0.0,debt consolidation,Short Term,-1.3147183915658147,2.948583141057433,0.0,-0.49607261640760014,0,0,1.1640135221007732,1,other,0,1,0,0
2503,Home Mortgage,0.28250691359496033,9 years,-0.11095342154390785,-0.4065285318619598,0.05444872185150733,0.20914623657225,-0.3409788778582933,-0.6173699268390191,0.0,debt consolidation,Long Term,0.809757879163032,0.879746855836033,17300.0,1.8904575149847236,0,1,0.9030239431544116,1,other,0,1,0,0
2504,Home Mortgage,0.3038243328090522,10+ years,-0.11095342154390785,-0.4065285318619598,0.2564598096013508,-0.6680935868112371,-0.3409788778582933,0.7573958049265157,0.0,debt consolidation,Short Term,-1.313775362213769,-0.5224993996864753,11474.0,-0.471831780326636,0,0,1.1640135221007732,1,other,0,1,0,0
2505,Rent,0.15255970538013724,3 years,-0.11095342154390785,0.7758820742672183,-1.1407835473350632,0.2573378430459914,-0.3409788778582933,-0.6181164136989284,0.0,debt consolidation,Short Term,-0.7315868600299005,0.16175087885864087,20072.0,2.187293940789944,0,0,-0.6629135305237588,0,other,0,1,0,0
2506,Home Mortgage,-0.5877019793760224,10+ years,-0.11095342154390785,-1.1159748955394666,0.9129958447883402,-0.8435034050975859,-0.3409788778582933,-0.6163799611667183,0.0,medical bills,Long Term,-0.2666884760852366,-0.7718801111009949,6208.0,1.8195505299396748,0,1,1.1640135221007732,1,other,0,1,0,0
2507,Rent,-1.3013728451665991,Unknown,-0.11095342154390785,0.5393999530413827,-0.5684187987105084,-0.25077207639746635,3.6705373322392743,-0.6251697151591485,0.0,debt consolidation,Short Term,-0.16880919029601282,0.18784755231293432,13451.0,-0.6463658001095781,1,0,-1.7068718463092056,0,other,0,1,0,0
2508,Home Mortgage,1.4381248897887469,5 years,-0.11095342154390785,0.5393999530413827,-0.5515845413980213,0.10983846703137402,-0.3409788778582933,1.7730685611901504,0.0,major purchase,Long Term,0.8953316953432299,-0.42441190290999303,5666.0,-0.6269731312448067,1,1,-0.14093437263103534,1,other,0,1,0,0
2509,Rent,-0.32360408108949407,10+ years,-0.11095342154390785,-0.6430106530877954,-0.6862585998979166,0.6184570050128132,-0.3409788778582933,-0.6175653252643678,0.0,debt consolidation,Short Term,0.8844938505499594,1.7465613628997623,24211.0,-0.03169155605577481,1,0,1.1640135221007732,0,other,0,1,0,0
2510,Rent,-0.0421147566888714,10+ years,-0.11095342154390785,-0.6430106530877954,-0.0802253366483875,0.12160027072219481,-0.3409788778582933,-0.6170715465403294,0.0,debt consolidation,Short Term,1.7878733717556905,0.9339649446505565,17011.0,-0.5057689508399859,1,0,1.1640135221007732,0,other,0,1,0,0
2511,Home Mortgage,0.18215817886349417,2 years,-0.11095342154390785,0.06643571058971146,1.5021948507253822,1.2933302275969352,-0.3409788778582933,-0.6079194362254426,0.0,debt consolidation,Short Term,-0.685526019658501,2.3453225387497794,16820.0,-0.6463658001095781,0,0,-0.9239031094701204,1,other,0,1,0,0
2512,Home Mortgage,-1.1279631743495737,6 years,-0.11095342154390785,-0.6430106530877954,-0.4842475121480738,-0.26558559131617576,-0.3409788778582933,-0.615296124141356,0.0,other,Short Term,-0.9718257529473956,-0.9652429631179362,3233.0,-0.3991092720837434,0,0,0.12005520631532639,1,other,0,1,0,0
2513,Home Mortgage,0.9823839142669774,7 years,-0.11095342154390785,1.012364195493054,-0.2317336524607701,-0.002884116448762422,-0.3409788778582933,1.7945327988251376,0.0,debt consolidation,Long Term,1.3063795379713312,-0.02103832098285406,26749.0,-0.7045438067038922,0,1,0.3810447852616881,1,other,0,1,0,0
2514,Rent,-0.7575301123681153,2 years,-0.11095342154390785,-0.6430106530877954,-0.7704298864603513,-0.5736176933811848,-0.3409788778582933,-0.6160516469511299,0.0,debt consolidation,Short Term,-0.6911707304883294,-0.6287983497481446,9408.0,-0.4475909442456718,0,0,-0.9239031094701204,0,other,0,1,0,0
2515,Rent,-0.9789326605200667,5 years,-0.11095342154390785,-1.3524570167653023,-0.21489939514828293,-0.9550815968672642,-0.3409788778582933,1.65933245346944,0.0,debt consolidation,Long Term,-0.5114431376665944,-0.5254240268839392,8598.0,-0.031015810855022228,1,1,-0.14093437263103534,0,other,0,1,0,0
2516,Home Mortgage,0.5388133813229643,10+ years,-0.11095342154390785,-0.6430106530877954,0.2901283242263245,0.21035420559995593,-0.3409788778582933,1.6036220087737159,0.0,debt consolidation,Long Term,0.8093063022966457,0.20134583168584472,14714.0,-0.5445542885695285,1,1,1.1640135221007732,1,other,0,1,0,0
2517,Rent,-0.8460528597968904,< 1 year,-0.11095342154390785,-0.17004641063612416,2.1587308859123717,-0.007461683290595374,-0.3409788778582933,-0.6195841226182565,0.0,debt consolidation,Short Term,-0.7268453029328447,0.6837968336059504,20691.0,-0.4185019409485148,1,0,-1.445882267362844,0,other,0,1,0,0
2518,Rent,-0.6992421122237036,10+ years,-0.11095342154390785,1.012364195493054,-0.7704298864603513,1.3165995257095862,-0.3409788778582933,-0.6174805589234503,0.0,debt consolidation,Long Term,0.2586083137385907,0.4700740768682025,15355.0,-0.5348579541371429,0,1,1.1640135221007732,0,other,0,1,0,0
2519,Rent,-1.0545960723949859,5 years,-0.11095342154390785,0.7758820742672183,-1.4438001789598278,-0.6527078760372986,-0.3409788778582933,-0.6175864347624289,0.0,debt consolidation,Short Term,-0.45070604913764123,-0.5796421156984626,16162.0,0.05929876123292297,1,0,-0.14093437263103534,0,other,0,1,0,0
2520,Rent,-0.4540363637218843,10+ years,-0.11095342154390785,0.06643571058971146,1.0308356459757484,0.6613716941549971,-0.3409788778582933,-0.6175935838489568,0.0,other,Long Term,0.7840179977790146,-0.5845914848018631,9362.0,1.9649442025583752,0,1,1.1640135221007732,0,other,0,1,0,0
2521,Home Mortgage,2.157730488182561,4 years,-0.11095342154390785,-1.1159748955394666,1.4685263361004084,-0.25172573615618155,-0.3409788778582933,-0.6218931940279522,0.0,debt consolidation,Short Term,0.2671882741999298,0.6614121869792073,38662.0,1.5916672988555307,0,0,-0.4019239515773971,1,other,0,1,0,0
2522,Home Mortgage,1.3856159362771692,< 1 year,-0.11095342154390785,1.012364195493054,0.5258079266011411,1.0833343487278486,1.6647792271904904,-0.5925858549510373,0.0,debt consolidation,Short Term,-1.3147757470878891,1.3101169965089927,35938.0,-0.4378946098132861,0,0,-1.445882267362844,1,other,0,1,0,0
2523,Home Mortgage,-1.3467632379251495,2 years,-0.11095342154390785,-0.17004641063612416,-1.6963140386471314,-0.5687222399531134,-0.3409788778582933,-0.6152442143914839,0.0,debt consolidation,Short Term,-1.3135222955198933,-0.5977523071904507,6909.0,-0.4330464425970933,0,0,-0.9239031094701204,1,other,0,1,0,0
2524,Home Mortgage,0.27793199658925105,8 years,-0.11095342154390785,1.2488463167188895,0.6604819851010365,2.2225762964890245,-0.3409788778582933,-0.6196151564797433,0.0,debt consolidation,Short Term,-0.055463396833059335,0.09853393712884385,20139.0,2.11029871068657,0,0,0.6420343642080498,1,other,0,1,0,0
